cluster_id	protein name	centroid genome	centroid locus	role_ids	frameshift	E00001	E00002	E00003	E00004	E00005	E00031	E00032	E00033	E00034	E00035
8241	dimethyl sulfoxide reductase	E00031	SR65_RS13925								SR65_RS13925				
8242	integrase	E00031	SR65_RS13930								SR65_RS13930				
8243	hypothetical protein	E00031	SR65_RS13940								SR65_RS13940				
8244	hypothetical protein	E00031	SR65_RS13945								SR65_RS13945				
8245	hypothetical protein	E00031	SR65_RS13950								SR65_RS13950				
8246	hypothetical protein	E00031	SR65_RS13965								SR65_RS13965				
8247	integrase	E00031	SR65_RS14010								SR65_RS14010				
8248	DNA-binding protein	E00031	SR65_RS14015								SR65_RS14015				
8249	hypothetical protein	E00031	SR65_RS14020								SR65_RS14020				
8250	hypothetical protein	E00031	SR65_RS14025								SR65_RS14025				
8251	hypothetical protein	E00031	SR65_RS14030								SR65_RS14030				
8252	hypothetical protein	E00031	SR65_RS14035								SR65_RS14035				
8253	hypothetical protein	E00031	SR65_RS14040								SR65_RS14040				
8254	hypothetical protein	E00031	SR65_RS14045								SR65_RS14045				
8255	hypothetical protein	E00031	SR65_RS14050								SR65_RS14050				
8256	hypothetical protein	E00031	SR65_RS14055								SR65_RS14055				
8257	hypothetical protein	E00031	SR65_RS14065								SR65_RS14065				
8258	prophage protein	E00031	SR65_RS14070								SR65_RS14070				
8259	DNA recombinase	E00031	SR65_RS14075								SR65_RS14075				
8260	hypothetical protein	E00031	SR65_RS14080								SR65_RS14080				
8261	hypothetical protein	E00031	SR65_RS14085								SR65_RS14085				
8262	hypothetical protein	E00031	SR65_RS14090								SR65_RS14090				
8263	hypothetical protein	E00031	SR65_RS14095								SR65_RS14095				
8264	hypothetical protein	E00031	SR65_RS14100								SR65_RS14100				
8265	hypothetical protein	E00031	SR65_RS14105								SR65_RS14105				
8266	hypothetical protein	E00031	SR65_RS14110								SR65_RS14110				
8267	hypothetical protein	E00031	SR65_RS14115								SR65_RS14115				
8268	repressor	E00031	SR65_RS14120								SR65_RS14120				
8269	antirepressor protein Cro	E00031	SR65_RS14125								SR65_RS14125				
8270	hypothetical protein	E00031	SR65_RS14130								SR65_RS14130				
8271	hypothetical protein	E00031	SR65_RS14135								SR65_RS14135				
8272	hypothetical protein	E00031	SR65_RS14140								SR65_RS14140				
8273	DNA helicase	E00031	SR65_RS14145								SR65_RS14145				
8274	hypothetical protein	E00031	SR65_RS14150								SR65_RS14150				
8275	hypothetical protein	E00031	SR65_RS14155								SR65_RS14155				
8276	hypothetical protein	E00031	SR65_RS14160								SR65_RS14160				
8277	hypothetical protein	E00031	SR65_RS14165								SR65_RS14165				
8278	P21 prophage-derived protein NinB	E00031	SR65_RS14170								SR65_RS14170				
8279	hypothetical protein	E00031	SR65_RS14175								SR65_RS14175				
8280	hypothetical protein	E00031	SR65_RS14180								SR65_RS14180				
8281	protein ninG	E00031	SR65_RS14185								SR65_RS14185				
8282	hypothetical protein	E00031	SR65_RS14190								SR65_RS14190				
8283	hypothetical protein	E00031	SR65_RS14195								SR65_RS14195				
8284	antitermination protein	E00031	SR65_RS14200								SR65_RS14200				
8285	bacteriophage protein	E00031	SR65_RS14205								SR65_RS14205				
8286	lysozyme	E00031	SR65_RS14210								SR65_RS14210				
8287	hypothetical protein	E00031	SR65_RS14215								SR65_RS14215				
8288	thiamine biosynthesis protein ThiF	E00031	SR65_RS14430								SR65_RS14430				
8289	hypothetical protein	E00031	SR65_RS14905								SR65_RS14905		SR76_RS11385		
8290	major facilitator superfamily transporter	E00031	SR65_RS14925								SR65_RS14925				
8291	hypothetical protein	E00031	SR65_RS14935								SR65_RS14935				
8292	O-methyltransferase	E00031	SR65_RS14940								SR65_RS14940				
8293	glycoside hydrolase	E00031	SR65_RS15080								SR65_RS15080				
8294	ion transporter	E00031	SR65_RS15095								SR65_RS15095				
8295	D-isomer specific 2-hydroxyacid dehydrogenase	E00031	SR65_RS15115								SR65_RS15115				
8296	endoglucanase	E00031	SR65_RS15280								SR65_RS15280				
8297	autotransport protein MisL	E00031	SR65_RS15415								SR65_RS15415				
8298	transcriptional regulator	E00031	SR65_RS15420								SR65_RS15420				
8299	transcriptional regulator	E00031	SR65_RS15425								SR65_RS15425				
8300	hypothetical protein	E00031	SR65_RS15430								SR65_RS15430				
8301	transcriptional regulator	E00031	SR65_RS15880								SR65_RS15880				
8302	hypothetical protein	E00031	SR65_RS15945								SR65_RS15945				
8303	type I secretion protein TolC	E00031	SR65_RS15960								SR65_RS15960				
8304	adhesin	E00031	SR65_RS15965								SR65_RS15965				
8305	hypothetical protein	E00031	SR65_RS15970								SR65_RS15970				
8306	RNA polymerase subunit sigma-24	E00031	SR65_RS15975								SR65_RS15975				
8307	membrane protein	E00031	SR65_RS15980								SR65_RS15980				
8308	hypothetical protein	E00031	SR65_RS15985								SR65_RS15985				
8309	hypothetical protein	E00031	SR65_RS15990								SR65_RS15990				
8310	hypothetical protein	E00031	SR65_RS15995								SR65_RS15995				
8311	carboxyvinyl-carboxyphosphonate phosphorylmutase	E00031	SR65_RS16000								SR65_RS16000				
8312	XRE family transcriptional regulator	E00031	SR65_RS16005								SR65_RS16005				
8313	hypothetical protein	E00031	SR65_RS16010								SR65_RS16010				
8314	DNA primase	E00031	SR65_RS16015								SR65_RS16015				
8315	hypothetical protein	E00031	SR65_RS16020								SR65_RS16020				
8316	hypothetical protein	E00031	SR65_RS16025								SR65_RS16025				
8317	CI repressor	E00031	SR65_RS16030								SR65_RS16030				
8318	hypothetical protein	E00031	SR65_RS16035								SR65_RS16035				
8319	hypothetical protein	E00031	SR65_RS16040								SR65_RS16040				
8320	capsid protein	E00031	SR65_RS16045								SR65_RS16045				
8321	hypothetical protein	E00031	SR65_RS16050								SR65_RS16050				
8322	Polarity suppression protein	E00031	SR65_RS16055								SR65_RS16055				
8323	acetyl xylan esterase	E00031	SR65_RS16060								SR65_RS16060				
8324	hypothetical protein	E00031	SR65_RS16065								SR65_RS16065				
8325	tail protein	E00031	SR65_RS16345								SR65_RS16345				
8326	hypothetical protein	E00031	SR65_RS16360								SR65_RS16360				
8327	2-alkenal reductase	E00031	SR65_RS17045								SR65_RS17045				
8328	Zn-dependent protease with chaperone function	E00031	SR65_RS17050								SR65_RS17050				
8329	phosphate-starvation-inducible E family protein	E00031	SR65_RS17055								SR65_RS17055				
8330	hypothetical protein	E00031	SR65_RS17060								SR65_RS17060				
8331	thioredoxin	E00031	SR65_RS17065								SR65_RS17065				
8332	hypothetical protein	E00031	SR65_RS17070								SR65_RS17070				
8333	membrane protein	E00031	SR65_RS17075								SR65_RS17075				
8334	hypothetical protein	E00031	SR65_RS17080								SR65_RS17080				
8335	hypothetical protein	E00031	SR65_RS17085								SR65_RS17085				
8336	heat shock protein Hsp20	E00031	SR65_RS17090								SR65_RS17090				
8337	hypothetical protein	E00031	SR65_RS17095								SR65_RS17095				
8338	phospholipase	E00031	SR65_RS17105								SR65_RS17105				
8339	ATP-dependent Clp protease ClpC	E00031	SR65_RS17110								SR65_RS17110				
8340	heat shock protein Hsp20	E00031	SR65_RS17115								SR65_RS17115				
8341	DNA-binding protein	E00031	SR65_RS17120								SR65_RS17120				
8342	phospholipase D	E00031	SR65_RS17125								SR65_RS17125				
8343	transposase	E00031	SR65_RS17130								SR65_RS17130				
8344	transposase	E00031	SR65_RS17325								SR65_RS17325				
8345	transposase	E00031	SR65_RS17330								SR65_RS17330				
8346	LysR family transcriptional regulator	E00031	SR65_RS17390								SR65_RS17390				
8347	MltA-interacting protein MipA	E00031	SR65_RS17395								SR65_RS17395				
8348	Heme/hemopexin utilization protein B precursor	E00031	SR65_RS17450								SR65_RS17450				
8349	hypothetical protein	E00031	SR65_RS17455								SR65_RS17455				
8350	isochorismatase	E00031	SR65_RS17505								SR65_RS17505				
8351	AraC family transcriptional regulator	E00031	SR65_RS17510								SR65_RS17510				
8352	ABC transporter	E00031	SR65_RS17680								SR65_RS17680				
8353	hypothetical protein	E00031	SR65_RS17685								SR65_RS17685				
8354	hypothetical protein	E00031	SR65_RS17690								SR65_RS17690				
8355	hypothetical protein	E00031	SR65_RS17695								SR65_RS17695				
8356	hypothetical protein	E00031	SR65_RS17700								SR65_RS17700				
8357	hypothetical protein	E00031	SR65_RS17705								SR65_RS17705				
8358	hypothetical protein	E00031	SR65_RS17710								SR65_RS17710				
8359	hypothetical protein	E00031	SR65_RS17715								SR65_RS17715				
8360	hypothetical protein	E00031	SR65_RS17720								SR65_RS17720				
8361	replication protein A	E00031	SR65_RS17725								SR65_RS17725				
8362	hypothetical protein	E00031	SR65_RS17730								SR65_RS17730				
8363	hypothetical protein	E00031	SR65_RS17735								SR65_RS17735				
8364	hypothetical protein	E00031	SR65_RS17740								SR65_RS17740				
8365	hypothetical protein	E00031	SR65_RS17745								SR65_RS17745				
8366	hypothetical protein	E00031	SR65_RS17750								SR65_RS17750				
8367	hypothetical protein	E00031	SR65_RS17755								SR65_RS17755				
8368	hypothetical protein	E00031	SR65_RS17760								SR65_RS17760				
8369	hypothetical protein	E00031	SR65_RS17765								SR65_RS17765				
8370	hypothetical protein	E00031	SR65_RS17770								SR65_RS17770				
8371	hypothetical protein	E00031	SR65_RS17775								SR65_RS17775				
8372	conjugal transfer protein TraW	E00031	SR65_RS17780								SR65_RS17780				
8373	hypothetical protein	E00031	SR65_RS17785								SR65_RS17785				
8374	hypothetical protein	E00031	SR65_RS17790								SR65_RS17790				
8375	hypothetical protein	E00031	SR65_RS17795								SR65_RS17795				
8376	hypothetical protein	E00031	SR65_RS17800								SR65_RS17800				
8377	hypothetical protein	E00031	SR65_RS17805								SR65_RS17805				
8378	hypothetical protein	E00031	SR65_RS17810								SR65_RS17810				
8379	DNA-binding protein	E00031	SR65_RS17815								SR65_RS17815				
8380	addiction module killer protein	E00031	SR65_RS17820								SR65_RS17820				
8381	hypothetical protein	E00031	SR65_RS17825								SR65_RS17825				
8382	hypothetical protein	E00031	SR65_RS17830								SR65_RS17830				
8383	hypothetical protein	E00031	SR65_RS17835								SR65_RS17835				
8384	valyl-tRNA synthetase	E00031	SR65_RS17840								SR65_RS17840				
8385	hypothetical protein	E00031	SR65_RS17845								SR65_RS17845				
8386	hypothetical protein	E00031	SR65_RS17850								SR65_RS17850				
8387	DNA polymerase V subunit UmuC	E00031	SR65_RS17855								SR65_RS17855				
8388	protein impA'	E00031	SR65_RS17860								SR65_RS17860				
8389	hypothetical protein	E00031	SR65_RS17865								SR65_RS17865				
8390	hypothetical protein	E00031	SR65_RS17870								SR65_RS17870				
8391	hypothetical protein	E00031	SR65_RS17875								SR65_RS17875				
8392	exodeoxyribonuclease V subunit beta	E00031	SR65_RS17880								SR65_RS17880				
8393	micrococcal nuclease	E00031	SR65_RS17885								SR65_RS17885				
8394	lytic transglycosylase	E00031	SR65_RS17890								SR65_RS17890				
8395	hypothetical protein	E00031	SR65_RS17895								SR65_RS17895				
8396	DNA recombinase	E00031	SR65_RS17900								SR65_RS17900				
8397	shufflon protein	E00031	SR65_RS17905								SR65_RS17905				
8398	conjugal transfer protein	E00031	SR65_RS17910								SR65_RS17910				
8399	conjugal transfer protein	E00031	SR65_RS17915								SR65_RS17915				
8400	conjugal transfer protein	E00031	SR65_RS17920								SR65_RS17920				
8401	IncI1 plasmid conjugative transfer ATPase PilQ	E00031	SR65_RS17925								SR65_RS17925				
8402	conjugal transfer protein	E00031	SR65_RS17930								SR65_RS17930				
8403	pilus assembly protein PilO	E00031	SR65_RS17935								SR65_RS17935				
8404	conjugal transfer protein	E00031	SR65_RS17940								SR65_RS17940				
8405	hypothetical protein	E00031	SR65_RS17945								SR65_RS17945				
8406	hypothetical protein	E00031	SR65_RS17950								SR65_RS17950				
8407	hypothetical protein	E00031	SR65_RS17955								SR65_RS17955				
8408	hypothetical protein	E00031	SR65_RS17960								SR65_RS17960				
8409	hypothetical protein	E00031	SR65_RS17965								SR65_RS17965				
8410	hypothetical protein	E00031	SR65_RS17970								SR65_RS17970				
8411	hypothetical protein	E00031	SR65_RS17975								SR65_RS17975				
8412	hypothetical protein	E00031	SR65_RS17980								SR65_RS17980				
8413	hypothetical protein	E00031	SR65_RS17985								SR65_RS17985				
8414	hypothetical protein	E00031	SR65_RS17990								SR65_RS17990				
8415	cytosine deaminase	E00031	SR65_RS18170								SR65_RS18170				
8416	TetR family transcriptional regulator	E00031	SR65_RS18425								SR65_RS18425				
8417	lipoprotein	E00031	SR65_RS18590								SR65_RS18590				
8418	membrane protein	E00031	SR65_RS18700								SR65_RS18700				
8419	hypothetical protein	E00031	SR65_RS18705								SR65_RS18705				
8420	hypothetical protein	E00031	SR65_RS18710								SR65_RS18710				
8421	hypothetical protein	E00031	SR65_RS18740								SR65_RS18740				
8422	PAAR motif family protein	E00031	SR65_RS18745								SR65_RS18745				
8423	membrane protein	E00031	SR65_RS18750								SR65_RS18750				
8424	hypothetical protein	E00031	SR65_RS18760								SR65_RS18760				
8425	hypothetical protein	E00031	SR65_RS18765								SR65_RS18765				
8426	hypothetical protein	E00031	SR65_RS18770								SR65_RS18770				
8427	hypothetical protein	E00031	SR65_RS18775								SR65_RS18775				
8428	membrane protein	E00031	SR65_RS18910								SR65_RS18910				
8429	acyl carrier protein	E00031	SR65_RS18915								SR65_RS18915				
8430	Hcp family T6SS protein CtsH1	E00031	SR65_RS18920								SR65_RS18920				
8431	ubiquinol-cytochrome C chaperone	E00031	SR65_RS19020								SR65_RS19020				
8432	hypothetical protein	E00031	SR65_RS19025								SR65_RS19025				
8433	ATPase AAA	E00031	SR65_RS19030								SR65_RS19030				
8434	hypothetical protein	E00031	SR65_RS19035								SR65_RS19035				
8435	hypothetical protein	E00031	SR65_RS19040								SR65_RS19040				
8436	flagellar motor protein MotB	E00031	SR65_RS19045								SR65_RS19045				
8437	hypothetical protein	E00031	SR65_RS19165								SR65_RS19165				
8438	hypothetical protein	E00031	SR65_RS19170								SR65_RS19170				
8439	hypothetical protein	E00031	SR65_RS19175								SR65_RS19175				
8440	conjugal transfer protein TraT	E00031	SR65_RS19290								SR65_RS19290				
8441	hypothetical protein	E00031	SR65_RS19295								SR65_RS19295				
8442	DSBA oxidoreductase	E00031	SR65_RS19315								SR65_RS19315				
8443	hypothetical protein	E00031	SR65_RS19320								SR65_RS19320				
8444	hypothetical protein	E00031	SR65_RS19325								SR65_RS19325				
8445	hypothetical protein	E00031	SR65_RS19330								SR65_RS19330				
8446	hypothetical protein	E00031	SR65_RS19335								SR65_RS19335				
8447	hypothetical protein	E00031	SR65_RS19340								SR65_RS19340				
8448	hypothetical protein	E00031	SR65_RS19345								SR65_RS19345				
8449	hypothetical protein	E00031	SR65_RS19350								SR65_RS19350				
8450	hypothetical protein	E00031	SR65_RS19355								SR65_RS19355				
8451	glutamate--tRNA ligase	E00031	SR65_RS19360								SR65_RS19360				
8452	hypothetical protein	E00031	SR65_RS19365								SR65_RS19365				
8453	hypothetical protein	E00031	SR65_RS19370								SR65_RS19370				
8454	hypothetical protein	E00031	SR65_RS19375								SR65_RS19375				
8455	hypothetical protein	E00031	SR65_RS19380								SR65_RS19380				
8456	hypothetical protein	E00031	SR65_RS19385								SR65_RS19385				
8457	hypothetical protein	E00031	SR65_RS19390								SR65_RS19390				
8458	hypothetical protein	E00031	SR65_RS19395								SR65_RS19395				
8459	hypothetical protein	E00031	SR65_RS19400								SR65_RS19400				
8460	hypothetical protein	E00031	SR65_RS19405								SR65_RS19405				
8461	hypothetical protein	E00031	SR65_RS19410								SR65_RS19410				
8462	hypothetical protein	E00031	SR65_RS19515								SR65_RS19515				
8463	peptide ABC transporter substrate-binding protein	E00031	SR65_RS19550								SR65_RS19550				
8464	peptide ABC transporter ATP-binding protein	E00031	SR65_RS19555								SR65_RS19555				
8465	peptide ABC transporter permease	E00031	SR65_RS19560								SR65_RS19560				
8466	peptide permease BMEII0860	E00031	SR65_RS19565								SR65_RS19565				
8467	peptide ABC transporter substrate-binding protein	E00031	SR65_RS19570								SR65_RS19570				
8468	hypothetical protein	E00031	SR65_RS19580								SR65_RS19580				
8469	addiction module protein	E00031	SR65_RS19585								SR65_RS19585				
8470	DNA-binding protein	E00031	SR65_RS19590								SR65_RS19590				
8471	hypothetical protein	E00031	SR65_RS19595								SR65_RS19595				
8472	hypothetical protein	E00031	SR65_RS19600								SR65_RS19600				
8473	transporter	E00031	SR65_RS19610								SR65_RS19610				
8474	hypothetical protein	E00031	SR65_RS19675								SR65_RS19675				
8475	inner membrane protein yagU	E00031	SR65_RS20020								SR65_RS20020				
8476	amino acid ABC transporter substrate-binding protein	E00031	SR65_RS20150								SR65_RS20150				
8477	amino acid ABC transporter permease	E00031	SR65_RS20155								SR65_RS20155				
8478	amino acid ABC transporter permease	E00031	SR65_RS20160								SR65_RS20160				
8479	arginine ABC transporter ATP-binding protein	E00031	SR65_RS20165								SR65_RS20165				
8480	alpha/beta hydrolase	E00031	SR65_RS20185								SR65_RS20185				
8481	hypothetical protein	E00031	SR65_RS20190								SR65_RS20190				
8482	hypothetical protein	E00031	SR65_RS20195								SR65_RS20195				
8483	glucose-1-dehydrogenase	E00031	SR65_RS20200								SR65_RS20200				
8484	hypothetical protein	E00031	SR65_RS20205								SR65_RS20205				
8485	NADH:flavin oxidoreductase	E00031	SR65_RS20210								SR65_RS20210				
8486	thioredoxin	E00031	SR65_RS20215								SR65_RS20215				
8487	alkylhydroperoxidase	E00031	SR65_RS20220								SR65_RS20220				
8488	putative transcriptional regulator	E00031	SR65_RS20225								SR65_RS20225				
8489	osmotically inducible protein C	E00031	SR65_RS20230								SR65_RS20230				
8490	Tn2501 resolvase	E00031	SR65_RS20235								SR65_RS20235				
8491	transposase	E00031	SR65_RS20240								SR65_RS20240				
8492	sodium:proton antiporter	E00031	SR65_RS20270								SR65_RS20270				
8493	hypothetical protein	E00031	SR65_RS20285								SR65_RS20285				
8494	plasmid stabilization protein	E00031	SR65_RS20290								SR65_RS20290				
8495	addiction module toxin RelE	E00031	SR65_RS20295								SR65_RS20295				
8496	entry exclusion protein 1	E00031	SR65_RS20300								SR65_RS20300				
8497	rop protein	E00031	SR65_RS20305								SR65_RS20305				
8498	hypothetical protein	E00031	SR65_RS20310								SR65_RS20310				
8499	MobC	E00031	SR65_RS20315								SR65_RS20315				
8500	hypothetical protein	E00031	SR65_RS20320								SR65_RS20320				
8501	hypothetical protein	E00031	SR65_RS20325								SR65_RS20325				
8502	hypothetical protein	E00031	SR65_RS20330								SR65_RS20330				
8503	membrane protein	E00031	SR65_RS20335								SR65_RS20335				
8504	methionine sulfoxide reductase B	E00031	SR65_RS20340								SR65_RS20340				
8505	methionine sulfoxide reductase A	E00031	SR65_RS20345								SR65_RS20345				
8506	DNA resolvase	E00031	SR65_RS20350								SR65_RS20350				
8507	ATPase	E00031	SR65_RS20355								SR65_RS20355				
8508	DNA invertase	E00031	SR65_RS20360								SR65_RS20360				
8509	hypothetical protein	E00031	SR65_RS20495								SR65_RS20495				
8510	DNA breaking-rejoining protein	E00031	SR65_RS20535								SR65_RS20535				
8511	hypothetical protein	E00031	SR65_RS20540								SR65_RS20540				
8512	tail protein (tape measure)	E00031	SR65_RS20545								SR65_RS20545				
8513	hypothetical protein	E00031	SR65_RS20550								SR65_RS20550				
8514	hypothetical protein	E00031	SR65_RS20555								SR65_RS20555				
8515	hypothetical protein	E00031	SR65_RS20560								SR65_RS20560				
8516	hypothetical protein	E00031	SR65_RS20565								SR65_RS20565				
8517	phage protein	E00031	SR65_RS20800								SR65_RS20800				
8518	hypothetical protein	E00031	SR65_RS20805								SR65_RS20805				
8519	encapsulating for peroxidase family protein	E00031	SR65_RS20810								SR65_RS20810				
8520	hypothetical protein	E00031	SR65_RS20815								SR65_RS20815				
8521	hypothetical protein	E00031	SR65_RS20820								SR65_RS20820				
8522	hypothetical protein	E00031	SR65_RS20825								SR65_RS20825				
8523	hypothetical protein	E00031	SR65_RS20830								SR65_RS20830				
8524	hypothetical protein	E00031	SR65_RS20835								SR65_RS20835				
8525	hypothetical protein	E00031	SR65_RS20840								SR65_RS20840				
8526	tail protein (tape measure)	E00031	SR65_RS20880								SR65_RS20880				
8527	hypothetical protein	E00031	SR65_RS20885								SR65_RS20885				
8528	hypothetical protein	E00031	SR65_RS20890								SR65_RS20890				
8529	hypothetical protein	E00031	SR65_RS20895								SR65_RS20895				
8530	hypothetical protein	E00031	SR65_RS20900								SR65_RS20900				
8531	hypothetical protein	E00031	SR65_RS20905								SR65_RS20905				
8532	hypothetical protein	E00031	SR65_RS20915								SR65_RS20915				
8533	hypothetical protein	E00031	SR65_RS20940								SR65_RS20940				
8534	hypothetical protein	E00031	SR65_RS20960								SR65_RS20960				
8535	transposase	E00031	SR65_RS20995								SR65_RS20995				
8536	hypothetical protein	E00031	SR65_RS21010								SR65_RS21010				
8537	cor protein	E00031	SR65_RS21020								SR65_RS21020				
8538	tail fiber	E00031	SR65_RS21025								SR65_RS21025				
8539	nickel transporter	E00031	SR65_RS21035								SR65_RS21035				
8540	hypothetical protein	E00031	SR65_RS21040								SR65_RS21040				
8541	transposase	E00031	SR65_RS21045								SR65_RS21045				
8542	elongation factor Tu	E00031	SR65_RS21080								SR65_RS21080		SR76_RS16280		
8543	hypothetical protein	E00031	SR65_RS21085								SR65_RS21085				
8544	"transposase, IS1 family"	E00031	SR65_RS21120								SR65_RS21120				
8545	hypothetical protein	E00031	SR65_RS21180								SR65_RS21180				
8546	replication initiation protein	E00031	SR65_RS21185								SR65_RS21185				
8547	hypothetical protein	E00031	SR65_RS21195								SR65_RS21195				
8548	hypothetical protein	E00031	SR65_RS21200								SR65_RS21200				
8549	hypothetical protein	E00031	SR65_RS21205								SR65_RS21205				
8550	hypothetical protein	E00031	SR65_RS21210								SR65_RS21210				
8551	hypothetical protein	E00031	SR65_RS21215								SR65_RS21215				
8552	hypothetical protein	E00031	SR65_RS21220								SR65_RS21220				
8553	resolvase	E00031	SR65_RS21225								SR65_RS21225				
8554	hypothetical protein	E00031	SR65_RS21230								SR65_RS21230				
8555	low temperature requirement protein A	E00031	SR65_RS21235								SR65_RS21235				
8556	hypothetical protein	E00031	SR65_RS21240								SR65_RS21240				
8557	hypothetical protein	E00031	SR65_RS21245								SR65_RS21245				
8558	hypothetical protein	E00031	SR65_RS21250								SR65_RS21250				
8559	hypothetical protein	E00031	SR65_RS21255								SR65_RS21255				
8560	hypothetical protein	E00031	SR65_RS21260								SR65_RS21260				
8561	hypothetical protein	E00031	SR65_RS21265								SR65_RS21265				
8562	replication initiation protein	E00031	SR65_RS21270								SR65_RS21270				
8563	DNA polymerase	E00032	SR75_RS22300								SR65_RS21275	SR75_RS22300		SR68_RS20080	SR69_RS18505
8564	mobilization protein	E00031	SR65_RS21280								SR65_RS21280				
8565	hypothetical protein	E00031	SR65_RS21285								SR65_RS21285				
8566	MobD-like protein	E00031	SR65_RS21290								SR65_RS21290				
8567	MobB-like protein	E00031	SR65_RS21295								SR65_RS21295				
8568	mobilization protein	E00031	SR65_RS21305								SR65_RS21305				
8569	hypothetical protein	E00032	SR75_RS01965									SR75_RS01965			
8570	precorrin-8W decarboxylase	E00032	SR75_RS13120									SR75_RS13120			
8571	precorrin-8W decarboxylase	E00032	SR75_RS15075									SR75_RS15075			
8572	ketol-acid reductoisomerase	E00032	SR75_RS17015									SR75_RS17015		SR68_RS12375	
8573	hypothetical protein	E00032	SR75_RS19125									SR75_RS19125		SR68_RS18980	SR69_RS17305
8574	gas vesicle protein GvpC	E00032	SR75_RS21055									SR75_RS21055			
8575	hypothetical protein	E00032	SR75_RS21105									SR75_RS21105			
8576	hypothetical protein	E00032	SR75_RS21185									SR75_RS21185		SR68_RS19215	SR69_RS17920
8577	methylase	E00032	SR75_RS21205									SR75_RS21205		SR68_RS19225	SR69_RS17895
8578	cytoplasmic protein	E00032	SR75_RS21210									SR75_RS21210		SR68_RS19230	SR69_RS17900
8579	hypothetical protein	E00032	SR75_RS21215									SR75_RS21215		SR68_RS19235	SR69_RS17905
8580	membrane protein	E00035	SR69_RS17910									SR75_RS21220		SR68_RS19240	SR69_RS17910
8581	transposase	E00032	SR75_RS21240									SR75_RS21240		SR68_RS19270	SR69_RS18300
8582	hypothetical protein	E00032	SR75_RS21250		FS							SR75_RS21250		SR68_RS19285	
8583	hypothetical protein	E00032	SR75_RS21280									SR75_RS21280		SR68_RS19300	SR69_RS18315
8584	hypothetical protein	E00032	SR75_RS21285									SR75_RS21285		SR68_RS19280	SR69_RS18310
8585	hypothetical protein	E00032	SR75_RS21625									SR75_RS21625		SR68_RS19305	SR69_RS17670
8586	oxidoreductase	E00032	SR75_RS21630									SR75_RS21630		SR68_RS19310	SR69_RS17675
8587	hypothetical protein	E00032	SR75_RS21635									SR75_RS21635		SR68_RS19315	SR69_RS17680
8588	histidine kinase	E00032	SR75_RS21640									SR75_RS21640		SR68_RS19320	SR69_RS17685
8589	hypothetical protein	E00032	SR75_RS21645									SR75_RS21645		SR68_RS19325	SR69_RS17690
8590	membrane protein	E00032	SR75_RS21650									SR75_RS21650		SR68_RS19330	SR69_RS17695
8591	conjugal transfer protein	E00032	SR75_RS21655									SR75_RS21655		SR68_RS19335	SR69_RS17700
8592	conjugal transfer protein	E00032	SR75_RS21660									SR75_RS21660		SR68_RS19340	SR69_RS17705
8593	hypothetical protein	E00032	SR75_RS21665									SR75_RS21665		SR68_RS19345	SR69_RS17710
8594	conjugal transfer protein	E00032	SR75_RS21670									SR75_RS21670		SR68_RS19350	SR69_RS17715
8595	hypothetical protein	E00032	SR75_RS21675									SR75_RS21675		SR68_RS19355	SR69_RS17720
8596	conjugal transfer protein	E00032	SR75_RS21680									SR75_RS21680		SR68_RS19360	SR69_RS17725
8597	hypothetical protein	E00032	SR75_RS21685									SR75_RS21685		SR68_RS19365	SR69_RS17730
8598	hypothetical protein	E00032	SR75_RS21690									SR75_RS21690		SR68_RS19370	SR69_RS17735
8599	conjugal transfer protein	E00032	SR75_RS21695									SR75_RS21695		SR68_RS19375	SR69_RS17740
8600	hypothetical protein	E00032	SR75_RS21700									SR75_RS21700		SR68_RS19380	SR69_RS17745
8601	conjugal transfer protein	E00032	SR75_RS21705									SR75_RS21705		SR68_RS19385	SR69_RS17750
8602	micrococcal nuclease	E00032	SR75_RS21710									SR75_RS21710		SR68_RS19390	SR69_RS17755
8603	hypothetical protein	E00032	SR75_RS21715									SR75_RS21715		SR68_RS19395	SR69_RS17760
8604	hypothetical protein	E00032	SR75_RS21720									SR75_RS21720		SR68_RS19400	SR69_RS17765
8605	DNA topoisomerase III	E00032	SR75_RS21725									SR75_RS21725		SR68_RS19405	SR69_RS17770
8606	hypothetical protein	E00032	SR75_RS21730									SR75_RS21730		SR68_RS19410	SR69_RS17775
8607	hypothetical protein	E00032	SR75_RS21735									SR75_RS21735		SR68_RS19415	SR69_RS17780
8608	hypothetical protein	E00032	SR75_RS21740									SR75_RS21740		SR68_RS19420	SR69_RS17785
8609	hypothetical protein	E00032	SR75_RS21745									SR75_RS21745		SR68_RS19425	SR69_RS17790
8610	hypothetical protein	E00032	SR75_RS21750									SR75_RS21750		SR68_RS19430	SR69_RS17795
8611	hypothetical protein	E00032	SR75_RS21755									SR75_RS21755		SR68_RS19435	SR69_RS17800
8612	hypothetical protein	E00032	SR75_RS21760									SR75_RS21760		SR68_RS19440	SR69_RS17805
8613	hypothetical protein	E00032	SR75_RS21765									SR75_RS21765		SR68_RS19445	SR69_RS17810
8614	plasmid maintenance protein CcdB	E00032	SR75_RS21770									SR75_RS21770		SR68_RS19450	SR69_RS17815
8615	hypothetical protein	E00032	SR75_RS21775									SR75_RS21775		SR68_RS19455	SR69_RS17820
8616	hypothetical protein	E00032	SR75_RS21780									SR75_RS21780		SR68_RS19460	SR69_RS17825
